tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N25705,Corporation,BOEING,05/13/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N257WN,Corporation,BOEING,10/25/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N258AA,Corporation,MCDONNELL DOUGLAS,03/26/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N258JB,Corporation,EMBRAER,10/05/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N258WN,Corporation,BOEING,11/15/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N259AA,Corporation,MCDONNELL DOUGLAS,04/25/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N259WN,Corporation,BOEING,12/05/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N260WN,Corporation,BOEING,01/08/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N26123,Corporation,BOEING,12/19/1997,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N26141,Corporation,EMBRAER,06/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N261AT,Corporation,BOEING,06/02/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N261WN,Corporation,BOEING,01/31/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N26208,Corporation,BOEING,08/29/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N26210,Corporation,BOEING,06/24/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N26215,Corporation,BOEING,08/05/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N26226,Corporation,BOEING,12/23/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N262AA,Corporation,MCDONNELL DOUGLAS,05/09/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N262WN,Corporation,BOEING,01/31/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N263AE,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N263WN,Corporation,BOEING,02/22/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N264LV,Corporation,BOEING,02/28/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N26545,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N26549,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N265JB,Corporation,EMBRAER,11/09/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N265WN,Corporation,BOEING,03/12/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N266AA,Corporation,MCDONNELL DOUGLAS,07/29/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N266AE,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N266JB,Corporation,EMBRAER,02/15/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N266WN,Corporation,BOEING,03/28/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N267AT,Corporation,BOEING,06/29/2005,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N267JB,Corporation,EMBRAER,02/27/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N267WN,Corporation,BOEING,03/30/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N268AT,Corporation,BOEING,08/02/2005,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N268WN,Corporation,BOEING,04/09/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N269WN,Corporation,BOEING,04/12/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N27015,Corporation,BOEING,04/11/2000,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N270AY,Corporation,AIRBUS INDUSTRIE,03/30/2000,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N270WN,Corporation,BOEING,08/24/2006,737-705,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N270YV,Corporation,EMBRAER,06/24/1998,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
N27152,Corporation,EMBRAER,11/19/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N27172,Corporation,CANADAIR,04/29/1997,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N27173,Corporation,CANADAIR,04/29/1997,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N27185,Corporation,CANADAIR,12/11/1997,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N27190,Corporation,EMBRAER,08/31/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N27191,Corporation,CANADAIR,01/17/1998,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N271AA,Corporation,MCDONNELL DOUGLAS,08/07/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N271AY,Corporation,AIRBUS INDUSTRIE,04/19/2000,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,None
N271WN,Individual,BEECH,04/02/1987,65-A90,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1967
N271YV,Corporation,EMBRAER,11/16/2000,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
N27200,Corporation,EMBRAER,03/29/2006,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N27205,Corporation,BOEING,07/25/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N27213,Corporation,BOEING,07/16/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N27239,Corporation,BOEING,10/18/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N272AT,Corporation,BOEING,09/20/2005,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N272AY,Corporation,AIRBUS INDUSTRIE,10/18/2007,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N272WN,Corporation,BOEING,04/30/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N27314,Corporation,BOMBARDIER INC,12/27/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N27318,Corporation,BOMBARDIER INC,12/27/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N273AE,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N273AT,Corporation,BOEING,11/07/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N273AY,Corporation,AIRBUS INDUSTRIE,07/25/2007,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N273JB,Corporation,EMBRAER,06/29/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N273WN,Corporation,BOEING,05/07/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N274AA,Corporation,MCDONNELL DOUGLAS,03/12/2004,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N274AY,Corporation,AIRBUS INDUSTRIE,07/19/2007,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N274JB,Corporation,EMBRAER,06/21/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N274WN,Corporation,BOEING,05/11/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N27506,Corporation,EMBRAER,10/31/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N27512,Corporation,EMBRAER,11/01/2000,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N27523,Corporation,EMBRAER,02/22/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N275AY,Corporation,AIRBUS INDUSTRIE,10/25/2005,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N275WN,Corporation,BOEING,05/23/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N27610,Corporation,BOEING,06/01/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N276AT,Corporation,BOEING,11/28/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N276AY,Corporation,AIRBUS INDUSTRIE,10/31/2005,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N276WN,Corporation,BOEING,06/07/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N27722,Corporation,BOEING,04/16/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N27724,Corporation,BOEING,06/02/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N27733,Corporation,BOEING,09/30/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N27734,Corporation,BOEING,09/16/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N277AY,Corporation,AIRBUS INDUSTRIE,02/16/2001,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N277WN,Corporation,BOEING,06/19/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N278AA,Corporation,MCDONNELL DOUGLAS,08/08/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N278AT,Corporation,BOEING,01/03/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N278AY,Corporation,AIRBUS INDUSTRIE,03/01/2001,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N278WN,Corporation,BOEING,07/11/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N27962,Corporation,EMBRAER,06/17/1999,EMB-145,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N279AA,Corporation,MCDONNELL DOUGLAS,08/16/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N279AT,Corporation,BOEING,01/09/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N279JB,Corporation,EMBRAER,07/24/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N279WN,Corporation,BOEING,06/21/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N280WN,Corporation,BOEING,06/26/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N281AT,Corporation,BOEING,01/18/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N281JB,Corporation,EMBRAER,09/18/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N281WN,Corporation,BOEING,07/24/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N282WN,Corporation,BOEING,08/13/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N283AA,Corporation,MCDONNELL DOUGLAS,08/17/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N283AT,Corporation,BOEING,03/10/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N283JB,Corporation,EMBRAER,11/13/2007,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N283WN,Corporation,BOEING,08/16/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N284AT,Corporation,BOEING,03/23/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N284JB,Corporation,EMBRAER,01/23/2008,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
N284WN,Corporation,BOEING,08/28/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N284YV,Corporation,EMBRAER,11/16/2000,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N28518,Corporation,EMBRAER,11/07/2000,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N28529,Corporation,EMBRAER,05/31/2002,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N285AT,Corporation,BOEING,04/24/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N285WN,Corporation,BOEING,08/25/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N286AE,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N286AT,Corporation,BOEING,05/11/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N286WN,Corporation,BOEING,08/16/2004,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N287AA,Corporation,MCDONNELL DOUGLAS,09/09/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N287AT,Corporation,BOEING,05/23/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N287WN,Corporation,BOEING,08/25/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N288AT,Corporation,BOEING,06/08/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N288JB,Corporation,EMBRAER,02/01/2008,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N288SW,Corporation,EMBRAER,11/28/2005,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N288WN,Corporation,BOEING,09/05/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N289AA,Corporation,MCDONNELL DOUGLAS,09/13/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N289AT,Corporation,BOEING,06/15/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N289CT,Corporation,BOEING,09/06/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N289JB,Corporation,EMBRAER,03/06/2008,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
N289YV,Corporation,EMBRAER,07/10/1998,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N290AA,Corporation,MCDONNELL DOUGLAS,09/17/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N290AT,Corporation,BOEING,07/19/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N290JB,Corporation,EMBRAER,02/29/2008,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N290SW,Corporation,EMBRAER,07/23/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N290WN,Corporation,BOEING,09/17/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N29124,Corporation,BOEING,01/16/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N29129,Corporation,BOEING,03/27/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N291AA,Corporation,MCDONNELL DOUGLAS,09/23/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N291AT,Corporation,BOEING,07/24/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N291SW,Corporation,EMBRAER,07/23/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N291WN,Corporation,BOEING,09/27/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N292AA,Corporation,MCDONNELL DOUGLAS,09/25/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N292AT,Corporation,BOEING,08/18/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N292SW,Corporation,EMBRAER,06/04/2007,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N292UX,Corporation,EMBRAER,11/18/2005,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N292WN,Corporation,BOEING,10/03/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N293,Corporation,CESSNA,04/18/2007,T337G,Valid,Fixed Wing Multi-Engine,Reciprocating,1975
N293AA,Corporation,MCDONNELL DOUGLAS,10/07/1985,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N293SW,Corporation,EMBRAER,09/23/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N294SW,Corporation,EMBRAER,09/23/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N294WN,Corporation,BOEING,10/15/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N29515,Corporation,EMBRAER,10/31/2000,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N295AT,Corporation,BOEING,08/25/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N295SW,Corporation,EMBRAER,11/20/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N295UX,Corporation,EMBRAER,11/18/2005,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N295WN,Corporation,BOEING,11/19/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N296AT,Corporation,BOEING,10/03/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N296SW,Corporation,EMBRAER,11/26/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N296WN,Corporation,BOEING,11/14/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N29717,Corporation,BOEING,01/26/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N297AA,Corporation,MCDONNELL DOUGLAS,03/10/1986,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N297SW,Corporation,EMBRAER,03/22/2004,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N297WN,Corporation,BOEING,11/21/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N298AA,Corporation,MCDONNELL DOUGLAS,03/10/1986,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N298AE,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,0000
N298SW,Corporation,EMBRAER,03/22/2004,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
N298WN,Corporation,BOEING,12/12/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
N29906,Corporation,EMBRAER,05/29/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N29917,Corporation,EMBRAER,04/19/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N299AT,Corporation,BOEING,10/18/2006,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N299SW,Corporation,EMBRAER,05/20/1997,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1997
N299WN,Corporation,BOEING,12/04/2007,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
N300AT,Corporation,BOEING,12/11/2006,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N300SW,Corporation,BOEING,12/18/1984,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N301AE,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
N301NB,Corporation,AIRBUS INDUSTRIE,12/22/1999,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N301SW,Corporation,BOEING,01/10/1985,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N301UA,Corporation,BOEING,11/14/1986,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N301US,Corporation,AIRBUS INDUSTRIE,08/01/1989,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N301YV,Corporation,EMBRAER,04/09/2001,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
N302AS,Corporation,BOEING,04/30/2003,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N302AW,Corporation,BOEING,06/27/1997,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N302NB,Corporation,AIRBUS INDUSTRIE,12/22/1999,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N302SW,Corporation,BOEING,01/10/1985,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
N302UA,Corporation,BOEING,01/09/1987,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N303AS,Corporation,BOEING,06/26/2001,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N303AW,Corporation,BOEING,01/23/2002,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N303SW,Corporation,BOEING,05/06/1985,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N303UA,Corporation,BOEING,01/16/1987,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N303US,Corporation,AIRBUS INDUSTRIE,09/07/1989,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N30401,Corporation,BOEING,05/30/2001,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N304AE,Corporation,SAAB-SCANIA,05/18/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1992
N304SW,Corporation,BOEING,09/14/1985,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N304UA,Corporation,BOEING,02/06/1987,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N304US,Corporation,AIRBUS INDUSTRIE,09/05/1989,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N305AS,Corporation,BOEING,05/17/2001,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N305AW,Corporation,BOEING,09/14/2000,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N305SW,Corporation,BOEING,09/18/1985,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
N305UA,Corporation,BOEING,02/10/1987,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N305US,Corporation,AIRBUS INDUSTRIE,08/01/1989,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N306AS,Corporation,BOEING,05/24/2001,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N306AW,Corporation,BOEING,02/28/2006,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
